City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,rio preto da eva,-2.6994,-59.6997,297.07,97,100,1.76,BR,1700782626
365,smithers,54.7804,-127.1743,274.33,80,75,0.0,CA,1700782508
366,lebu,-37.6167,-73.65,286.08,81,0,9.29,CL,1700782186
367,iskateley,67.6803,53.1512,258.16,98,85,0.89,RU,1700782628
368,araxa,-19.5933,-46.9406,299.13,69,0,2.57,BR,1700782628
369,pandan,14.0453,124.1694,301.06,83,89,8.45,PH,1700782629
370,miri,4.4148,114.0089,297.23,100,40,1.54,MY,1700782629
371,laminusa,5.5549,120.9136,301.43,78,82,2.99,PH,1700782630
372,selebi-phikwe,-21.979,27.8498,298.14,30,2,2.96,BW,1700782630
373,chui,-33.6971,-53.4616,288.11,89,25,2.11,UY,1700782631
374,tucuma,-0.1833,-50.05,300.36,76,45,4.39,BR,1700782507
375,chernyshevskiy,63.0128,112.4714,240.43,100,100,1.01,RU,1700782632
376,villa gesell,-37.2639,-56.973,287.62,63,1,9.72,AR,1700782633
377,tomohon,1.3346,124.8392,293.67,79,98,1.16,ID,1700782634
378,touros,-5.1989,-35.4608,299.46,75,3,6.71,BR,1700782634
379,robertsport,6.7533,-11.3686,300.43,82,8,3.16,LR,1700782634
380,east london,-33.0153,27.9116,293.03,87,11,4.13,ZA,1700781920
381,susuman,62.7833,148.1667,242.86,100,99,1.36,RU,1700782635
382,boryeong,36.3493,126.5977,276.13,58,95,8.91,KR,1700782636
383,westport,41.1415,-73.3579,282.14,66,0,1.79,US,1700782404
384,cabedelo,-6.9811,-34.8339,300.52,75,2,3.91,BR,1700782637
385,bairnsdale,-37.8333,147.6167,295.4,65,100,2.24,AU,1700782637
386,bentota,6.4254,79.9948,297.76,89,82,1.8,LK,1700782638
387,entebbe,0.0644,32.4469,295.33,88,20,0.0,UG,1700782638
388,aljezur,37.3191,-8.8033,289.12,57,18,2.4,PT,1700782639
389,amga,60.8953,131.9608,246.39,96,100,1.74,RU,1700782639
390,kosh-agach,50.0,88.6667,264.43,88,100,0.45,RU,1700782640
391,nortelandia,-14.4547,-56.8028,300.34,67,94,1.41,BR,1700782640
392,nishinoomote,30.7333,131.0,290.46,77,75,9.26,JP,1700782641
393,minas de marcona,-15.2119,-75.1103,293.63,59,37,3.07,PE,1700782641
394,callao,-12.0667,-77.15,294.31,73,20,8.75,PE,1700782641
395,benjamin aceval,-24.9667,-57.5667,298.48,94,100,4.8,PY,1700782642
396,urengoy,65.9667,78.3667,258.53,83,86,7.97,RU,1700782642
397,snina,48.9886,22.151,276.68,85,98,3.4,SK,1700782643
398,pimentel,-6.8367,-79.9342,295.31,78,75,8.23,PE,1700782643
399,afaahiti,-17.75,-149.2833,301.08,86,78,8.24,PF,1700782644
400,warrnambool,-38.3833,142.4833,295.57,56,100,2.97,AU,1700782645
401,nova sintra,14.8667,-24.7167,297.09,72,0,7.25,CV,1700782645
402,zaragoza,41.6561,-0.8773,282.6,58,0,9.77,ES,1700782510
403,batticaloa,7.7102,81.6924,299.61,78,79,2.48,LK,1700782646
404,izhmorskiy,56.194,86.6414,266.43,95,100,2.89,RU,1700782647
405,kizel,59.0471,57.6477,261.61,81,100,0.89,RU,1700782648
406,cabo san lucas,22.8909,-109.9124,300.76,67,20,3.09,MX,1700782475
407,padang,-0.9492,100.3543,297.18,89,100,1.64,ID,1700782648
408,magistral'nyy,56.1725,107.4458,251.78,97,57,0.89,RU,1700782649
409,ibadan,7.3878,3.8964,296.53,92,88,1.23,NG,1700782649
410,mabaruma,8.2,-59.7833,298.35,88,26,2.12,GY,1700782650
411,paragominas,-2.9667,-47.4833,297.85,81,98,0.26,BR,1700782559
412,kerch,45.3583,36.4758,280.68,79,100,7.15,UA,1700782651
413,san rafael,-34.6177,-68.3301,295.59,23,11,3.63,AR,1700782652
414,igarka,67.4667,86.5833,242.37,99,49,2.08,RU,1700782372
415,chos malal,-37.3781,-70.2709,295.78,20,0,4.55,AR,1700782652
416,mamuju,-2.6748,118.8885,300.64,81,95,1.1,ID,1700782653
417,chanute,37.6792,-95.4572,286.97,44,0,4.63,US,1700782359
418,vorkuta,67.5,64.0,259.98,87,26,4.43,RU,1700782094
419,antalaha,-14.9003,50.2788,296.45,80,100,3.7,MG,1700782654
420,vernon,50.2581,-119.2691,278.35,66,66,1.16,CA,1700782655
421,broken hill,-31.95,141.4333,297.79,51,0,3.24,AU,1700782616
422,baley,51.6,116.6333,246.05,98,9,1.92,RU,1700782655
423,gabu,12.2833,-14.2167,295.45,27,79,1.76,GW,1700782656
424,homer,59.6425,-151.5483,282.09,76,100,1.54,US,1700782523
425,new norfolk,-42.7826,147.0587,296.32,43,11,1.66,AU,1700782657
426,ceeldheer,3.8488,47.1806,299.21,83,100,3.63,SO,1700782657
427,gao,16.6362,1.637,297.12,14,100,3.99,ML,1700782658
428,ambon,-3.6954,128.1814,301.23,83,20,1.54,ID,1700782591
429,curvelo,-18.7564,-44.4308,299.95,44,63,1.25,BR,1700782482
430,shimoda,34.6667,138.95,293.35,63,0,12.12,JP,1700782659
431,dazhou,31.2159,107.5009,289.1,81,71,0.86,CN,1700782660
432,carutapera,-1.195,-46.02,299.03,77,68,3.28,BR,1700782660
433,sal rei,16.1833,-22.9167,299.24,74,0,8.16,CV,1700782661
434,rovaniemi,66.5,25.7167,265.82,93,40,5.14,FI,1700782661
435,pangody,65.85,74.4859,262.29,81,100,10.16,RU,1700782662
436,vorotynets,56.0603,45.8633,262.35,92,100,3.64,RU,1700782662
437,zavodoukovsk,56.5042,66.5515,267.51,84,99,5.75,RU,1700782663
438,carloforte,39.145,8.3058,289.19,77,79,6.66,IT,1700782663
439,puerto rico,-26.796,-55.024,294.22,91,100,1.16,AR,1700782664
440,san fernando,15.0286,120.6898,300.0,79,95,1.32,PH,1700782664
441,pando,-34.7167,-55.95,293.37,82,0,0.0,UY,1700782664
442,alamosa,37.4695,-105.87,280.14,36,0,6.17,US,1700782665
443,cacule,-14.5033,-42.2222,297.54,36,0,0.44,BR,1700782666
444,berber,18.0216,33.983,298.78,30,5,5.44,SD,1700782666
445,port macquarie,-31.4333,152.9167,294.76,78,98,4.7,AU,1700782486
446,port isabel,26.0734,-97.2086,289.84,75,0,2.57,US,1700782667
447,ceelbuur,4.685,46.6176,299.0,79,99,2.92,SO,1700782668
448,lillehammer,61.1146,10.4674,261.62,93,75,1.45,NO,1700782668
449,urucara,-2.5364,-57.76,295.34,98,100,2.14,BR,1700782668
450,weno,7.4515,151.8468,304.12,70,20,3.6,FM,1700782669
451,san francisco de la paz,14.9,-86.2,303.99,97,83,1.61,HN,1700782669
452,port-vila,-17.7338,168.3219,299.93,65,40,4.63,VU,1700782670
453,sadovoye,47.7764,44.5089,270.45,62,100,7.29,RU,1700782670
454,mejit,10.2753,170.8646,300.74,71,6,8.98,MH,1700782671
455,arno,60.1167,18.6333,274.13,76,91,8.47,SE,1700782671
456,sisimiut,66.9395,-53.6735,268.4,67,100,3.53,GL,1700782166
457,taoudenni,22.6783,-3.9836,294.05,22,1,9.12,ML,1700782672
458,abadeh,31.1608,52.6506,281.29,32,97,2.99,IR,1700782673
459,general mosconi,-23.1851,-62.303,293.37,93,100,6.08,AR,1700782673
460,boli,45.7667,130.5167,258.23,74,67,2.66,CN,1700782673
461,maragogi,-9.0122,-35.2225,299.29,68,17,4.01,BR,1700782674
462,gufeng,26.9083,118.9819,284.9,87,18,1.29,CN,1700782674
463,bandarbeyla,9.4942,50.8122,299.12,71,43,6.74,SO,1700782675
464,fale old settlement,-9.3852,-171.2468,301.58,76,77,2.48,TK,1700782675
465,cidreira,-30.1811,-50.2056,288.75,87,22,0.63,BR,1700782628
466,santana,-0.0583,-51.1817,303.25,70,75,4.12,BR,1700782676
467,bardai,11.65,7.2333,296.35,39,94,1.9,NG,1700782677
468,praya,14.9215,-23.5087,299.45,78,0,7.2,CV,1700782677
469,maceio,-9.6658,-35.7353,297.84,88,0,1.54,BR,1700782677
470,sarpol-e zahab,34.4611,45.8626,284.01,42,42,0.32,IR,1700782678
471,darwin,-12.4611,130.8418,298.18,94,100,3.6,AU,1700782678
472,sao gabriel da cachoeira,-0.1303,-67.0892,297.92,88,94,1.23,BR,1700782679
473,melfort,52.8667,-104.6177,262.22,57,2,2.57,CA,1700782679
474,ntoum,0.3833,9.7833,297.02,96,100,0.99,GA,1700782680
475,rusape,-18.5278,32.1284,290.57,70,0,1.58,ZW,1700782680
476,cabinda,-5.55,12.2,298.23,94,100,3.09,AO,1700782681
477,digne-les-bains,44.0833,6.25,278.86,51,6,2.18,FR,1700782681
478,mont-laurier,46.5501,-75.4993,273.94,97,100,2.83,CA,1700782575
479,sabzevar,36.2126,57.6819,280.72,32,41,1.01,IR,1700782683
480,ypsonas,34.6884,32.9574,287.69,63,0,1.54,CY,1700782683
481,qamdo,31.1667,97.2333,264.48,29,0,0.81,CN,1700782684
482,bathsheba,13.2167,-59.5167,300.49,89,40,6.17,BB,1700782684
483,amursk,50.2261,136.8994,257.58,77,99,1.47,RU,1700782685
484,anadyr,64.75,177.4833,269.43,73,75,4.0,RU,1700782685
485,vershino-darasunskiy,52.35,115.5167,247.57,97,9,1.45,RU,1700782685
486,portoferraio,42.8115,10.3146,286.8,66,1,2.57,IT,1700782686
487,tanumah,27.1,44.1333,288.84,61,48,6.2,SA,1700782686
488,sola,-13.8833,167.55,299.02,71,100,7.56,VU,1700782460
489,kuanda,56.3161,116.0806,243.61,92,94,0.8,RU,1700782687
490,timaru,-44.4,171.25,285.41,57,65,8.05,NZ,1700782688
491,es castell,39.8795,4.2854,286.53,67,20,8.23,ES,1700782688
492,bontang,0.1333,117.5,299.62,86,100,1.63,ID,1700782621
493,hancheng,32.5186,112.3522,277.04,30,0,6.54,CN,1700782689
494,nuevo ideal,24.8875,-105.0728,286.9,39,0,4.27,MX,1700782690
495,wichita falls,33.9137,-98.4934,291.22,34,0,3.09,US,1700782478
496,bizerte,37.2744,9.8739,287.15,82,40,2.06,TN,1700782691
497,skidel',53.5904,24.2478,276.79,77,90,9.81,BY,1700782691
498,kilindoni,-7.9139,39.6668,299.62,85,100,4.97,TZ,1700782692
499,mogocha,53.7333,119.7667,246.45,95,23,1.37,RU,1700782692
500,gloversville,43.0528,-74.3438,279.42,88,98,4.92,US,1700782633
501,tangalle,6.024,80.7911,296.27,98,91,1.32,LK,1700782693
502,malango,-2.9627,119.9001,297.29,82,87,0.32,ID,1700782693
503,necochea,-38.5473,-58.7368,282.98,71,0,3.62,AR,1700782694
504,fenyi,27.8112,114.6681,285.37,57,0,1.18,CN,1700782694
505,effium,6.6292,8.0593,297.84,86,99,4.11,NG,1700782695
506,igrim,63.1906,64.4162,266.14,95,100,4.74,RU,1700782695
507,neiafu,-18.65,-173.9833,302.53,65,20,4.63,TO,1700782696
508,noosa heads,-26.3833,153.15,298.21,68,98,5.78,AU,1700782436
509,inhambane,-23.865,35.3833,297.09,92,1,2.19,MZ,1700782697
510,kapoeta,4.7717,33.5903,300.81,49,33,3.67,SS,1700782698
511,bodo,67.28,14.405,276.18,71,75,8.23,NO,1700782254
512,quthing,-30.4,27.7003,295.59,43,68,1.62,LS,1700782698
513,hammerfest,70.6634,23.6821,269.4,74,40,4.63,NO,1700782137
514,crucecita,-28.95,-58.9833,294.99,66,86,4.08,AR,1700782699
515,abqaiq,25.9371,49.6776,292.25,50,66,3.55,SA,1700782700
516,zhosaly,45.4878,64.0781,282.29,47,100,11.86,KZ,1700782700
517,rabaul,-4.1967,152.1721,300.74,76,59,2.6,PG,1700782701
518,childress,34.4264,-100.204,291.29,20,0,4.63,US,1700782701
519,remontnoye,46.5614,43.6501,270.49,89,100,6.5,RU,1700782702
520,fort payne,34.4442,-85.7197,283.1,62,0,0.0,US,1700782702
521,krylovskaya,46.3194,39.9711,274.22,94,100,7.97,RU,1700782703
522,sao vicente,-23.9631,-46.3919,299.25,59,100,1.34,BR,1700782218
523,salalah,17.0151,54.0924,297.2,64,20,1.03,OM,1700782703
524,urangan,-25.3,152.9,299.37,68,100,2.24,AU,1700782704
525,ushtobe,45.2514,77.9838,276.09,75,39,1.29,KZ,1700782704
526,kruisfontein,-34.0033,24.7314,288.45,96,92,1.01,ZA,1700782316
527,pekanbaru,0.5333,101.45,297.33,100,20,0.0,ID,1700782451
528,flin flon,54.7682,-101.865,264.06,48,0,3.09,CA,1700782706
529,balkanabat,39.5108,54.3671,284.24,61,85,4.41,TM,1700782706
530,labytnangi,66.6572,66.4183,263.31,94,100,6.67,RU,1700782706
531,guymon,36.6828,-101.4816,284.15,43,0,9.26,US,1700782707
532,prescott,34.54,-112.4685,284.74,29,0,4.63,US,1700782638
533,san luis de la loma,17.2706,-100.8939,296.48,90,100,2.42,MX,1700782708
534,la puebla de montalban,39.863,-4.3592,282.33,54,38,1.79,ES,1700782708
535,nemuro,43.3236,145.575,281.68,76,77,2.34,JP,1700782448
536,zouerate,22.7187,-12.4521,292.75,37,0,6.43,MR,1700782709
537,namasuba,0.6894,32.4214,290.04,99,86,0.53,UG,1700782710
538,bogo,11.0517,124.0055,301.01,80,41,4.81,PH,1700782710
539,agat village,13.3886,144.6585,302.67,83,75,5.66,GU,1700782711
540,dergachi,51.2328,48.7659,264.86,89,92,5.05,RU,1700782711
541,constitucion,-35.3333,-72.4167,287.82,77,24,5.5,CL,1700782712
542,jinchang,38.4953,102.1739,271.76,48,0,1.87,CN,1700782712
543,kargopol',61.5071,38.9456,262.42,93,100,3.31,RU,1700782713
544,vanino,49.0869,140.2543,263.66,68,98,4.13,RU,1700782714
545,burang,30.25,81.1667,267.22,58,5,1.52,CN,1700782714
546,brookings,44.3114,-96.7984,267.69,48,0,4.12,US,1700782715
547,rio de janeiro,-22.9028,-43.2075,300.34,87,100,3.6,BR,1700782715
548,yamada,39.4667,141.95,287.25,72,70,5.45,JP,1700782715
549,yanam,16.7333,82.2167,297.09,85,97,2.25,IN,1700782716
550,hasaki,35.7333,140.8333,292.2,60,0,10.36,JP,1700782716
551,umm kaddadah,13.6017,26.6876,298.2,20,8,5.31,SD,1700782717
552,prado,-17.3411,-39.2208,298.43,80,3,5.77,BR,1700782717
553,uray,60.1247,64.7758,271.97,94,100,5.81,RU,1700782718
554,bac lieu,9.285,105.7244,297.05,92,100,2.98,VN,1700782718
555,noumea,-22.2763,166.4572,298.14,74,22,9.87,NC,1700782718
556,sao raimundo nonato,-9.0153,-42.6994,302.87,41,65,1.35,BR,1700782719
557,new ulm,44.3125,-94.4605,270.06,43,0,6.17,US,1700782720
558,gaspe,48.8334,-64.4819,277.1,100,100,1.54,CA,1700782720
559,pisco,-13.7,-76.2167,293.18,83,0,8.23,PE,1700782463
560,woods creek,47.8787,-121.8985,281.9,81,3,0.89,US,1700782721
561,cannonvale,-20.2833,148.7,298.81,50,82,3.9,AU,1700782721
562,abalak,58.1286,68.5944,271.68,95,100,3.78,RU,1700782722
563,xuddur,4.1213,43.8894,296.94,78,63,4.37,SO,1700782722
564,prainha,-1.8,-53.48,300.02,65,79,1.55,BR,1700782667
565,nerva,37.6963,-6.5497,282.88,58,4,2.0,ES,1700782723
566,loei,17.4167,101.5,287.8,93,57,0.78,TH,1700782724
567,ta`u,-14.2336,-169.5144,300.5,78,58,3.38,AS,1700782724
568,namibe,-15.1961,12.1522,297.37,88,100,4.5,AO,1700782725
569,guiyang,26.5833,106.7167,282.42,100,75,2.0,CN,1700782725
570,fort st. john,56.2499,-120.8529,271.09,69,20,3.09,CA,1700782505
571,the pas,53.8251,-101.2541,263.16,52,0,3.6,CA,1700782726
572,wynyard,-41.0,145.7167,289.75,72,100,5.43,AU,1700782259
573,kavieng,-2.5744,150.7967,301.98,73,41,3.42,PG,1700782398
574,chinde,26.8418,88.0763,284.5,75,0,1.97,NP,1700782352
575,polyarnyy,69.1989,33.4478,261.97,86,37,6.56,RU,1700782397
576,tolu viejo,9.4508,-75.4386,298.72,88,27,2.21,CO,1700782728
577,alausi,-2.2,-78.8333,283.47,96,100,1.07,EC,1700782728
578,tofol,5.3248,163.0078,303.03,70,75,4.12,FM,1700782729
579,port alfred,-33.5906,26.891,291.58,96,17,0.45,ZA,1700782729
580,kota belud,6.351,116.4305,299.27,88,96,0.68,MY,1700782433
581,aral,40.5156,81.2636,276.83,28,55,3.05,CN,1700782730
582,duba,27.3513,35.6901,296.16,50,31,1.04,SA,1700782477
583,karaton,-6.3424,106.1045,299.24,86,80,0.66,ID,1700782731
